prompt,intent,action_type,path,category,args,tags,action_json
Set up GCP Firewall with terraform,execute_script,terraform,gcp/terraform_gcp_networks_firewall,gcp,,"gcp,firewall,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_firewall"", ""explanation"": ""GCP Firewall""}"
Provision GCP Firewall,execute_script,terraform,gcp/terraform_gcp_networks_firewall,gcp,,"gcp,firewall,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_firewall"", ""explanation"": ""GCP Firewall""}"
Configure GCP Firewall,execute_script,terraform,gcp/terraform_gcp_networks_firewall,gcp,,"gcp,firewall,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_firewall"", ""explanation"": ""GCP Firewall""}"
Create GCP Load Balancer using terraform,execute_script,terraform,gcp/terraform_gcp_networks_lb,gcp,,"gcp,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_lb"", ""explanation"": ""GCP Load Balancer""}"
Provision GCP Load Balancer with terraform,execute_script,terraform,gcp/terraform_gcp_networks_lb,gcp,,"gcp,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_lb"", ""explanation"": ""GCP Load Balancer""}"
Set up GCP Load Balancer,execute_script,terraform,gcp/terraform_gcp_networks_lb,gcp,,"gcp,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_lb"", ""explanation"": ""GCP Load Balancer""}"
Deploy GCP Load Balancer,execute_script,terraform,gcp/terraform_gcp_networks_lb,gcp,,"gcp,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_lb"", ""explanation"": ""GCP Load Balancer""}"
Create GCP Subnet using terraform,execute_script,terraform,gcp/terraform_gcp_networks_subnet,gcp,,"gcp,subnet,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_subnet"", ""explanation"": ""GCP Subnet""}"
Set up GCP Subnet with terraform,execute_script,terraform,gcp/terraform_gcp_networks_subnet,gcp,,"gcp,subnet,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_subnet"", ""explanation"": ""GCP Subnet""}"
Provision GCP Subnet,execute_script,terraform,gcp/terraform_gcp_networks_subnet,gcp,,"gcp,subnet,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_subnet"", ""explanation"": ""GCP Subnet""}"
Configure GCP Subnet,execute_script,terraform,gcp/terraform_gcp_networks_subnet,gcp,,"gcp,subnet,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_subnet"", ""explanation"": ""GCP Subnet""}"
Create GCP VPC using terraform,execute_script,terraform,gcp/terraform_gcp_networks_vpc,gcp,,"gcp,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_vpc"", ""explanation"": ""GCP VPC""}"
Set up GCP VPC with terraform,execute_script,terraform,gcp/terraform_gcp_networks_vpc,gcp,,"gcp,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_vpc"", ""explanation"": ""GCP VPC""}"
Provision GCP VPC,execute_script,terraform,gcp/terraform_gcp_networks_vpc,gcp,,"gcp,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_vpc"", ""explanation"": ""GCP VPC""}"
Configure GCP VPC,execute_script,terraform,gcp/terraform_gcp_networks_vpc,gcp,,"gcp,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_networks_vpc"", ""explanation"": ""GCP VPC""}"
Set up GCP IAM using terraform,execute_script,terraform,gcp/terraform_gcp_security_iam,gcp,,"gcp,iam,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_iam"", ""explanation"": ""GCP IAM""}"
Configure GCP IAM with terraform,execute_script,terraform,gcp/terraform_gcp_security_iam,gcp,,"gcp,iam,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_iam"", ""explanation"": ""GCP IAM""}"
Create GCP IAM,execute_script,terraform,gcp/terraform_gcp_security_iam,gcp,,"gcp,iam,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_iam"", ""explanation"": ""GCP IAM""}"
Provision GCP IAM,execute_script,terraform,gcp/terraform_gcp_security_iam,gcp,,"gcp,iam,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_iam"", ""explanation"": ""GCP IAM""}"
Set up GCP Secret Manager using terraform,execute_script,terraform,gcp/terraform_gcp_security_secret_manager,gcp,,"gcp,secrets,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_secret_manager"", ""explanation"": ""GCP Secret Manager""}"
Configure GCP Secret Manager with terraform,execute_script,terraform,gcp/terraform_gcp_security_secret_manager,gcp,,"gcp,secrets,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_secret_manager"", ""explanation"": ""GCP Secret Manager""}"
Create GCP Secret Manager,execute_script,terraform,gcp/terraform_gcp_security_secret_manager,gcp,,"gcp,secrets,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_secret_manager"", ""explanation"": ""GCP Secret Manager""}"
Provision GCP Secret Manager,execute_script,terraform,gcp/terraform_gcp_security_secret_manager,gcp,,"gcp,secrets,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_secret_manager"", ""explanation"": ""GCP Secret Manager""}"
Create GCP Service Account using terraform,execute_script,terraform,gcp/terraform_gcp_security_service_account,gcp,,"gcp,serviceaccount,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_service_account"", ""explanation"": ""GCP Service Account""}"
Provision GCP Service Account with terraform,execute_script,terraform,gcp/terraform_gcp_security_service_account,gcp,,"gcp,serviceaccount,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_service_account"", ""explanation"": ""GCP Service Account""}"
Set up GCP Service Account,execute_script,terraform,gcp/terraform_gcp_security_service_account,gcp,,"gcp,serviceaccount,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_service_account"", ""explanation"": ""GCP Service Account""}"
Deploy GCP Service Account,execute_script,terraform,gcp/terraform_gcp_security_service_account,gcp,,"gcp,serviceaccount,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_security_service_account"", ""explanation"": ""GCP Service Account""}"
Create GCP Cloud SQL using terraform,execute_script,terraform,gcp/terraform_gcp_sql,gcp,,"gcp,sql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_sql"", ""explanation"": ""GCP Cloud SQL""}"
Provision GCP Cloud SQL with terraform,execute_script,terraform,gcp/terraform_gcp_sql,gcp,,"gcp,sql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_sql"", ""explanation"": ""GCP Cloud SQL""}"
Set up GCP Cloud SQL,execute_script,terraform,gcp/terraform_gcp_sql,gcp,,"gcp,sql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_sql"", ""explanation"": ""GCP Cloud SQL""}"
Deploy GCP Cloud SQL,execute_script,terraform,gcp/terraform_gcp_sql,gcp,,"gcp,sql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_sql"", ""explanation"": ""GCP Cloud SQL""}"
Create GCP Cloud Storage using terraform,execute_script,terraform,gcp/terraform_gcp_storage,gcp,,"gcp,storage,bucket","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_storage"", ""explanation"": ""GCP Cloud Storage""}"
Provision GCP Cloud Storage with terraform,execute_script,terraform,gcp/terraform_gcp_storage,gcp,,"gcp,storage,bucket","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_storage"", ""explanation"": ""GCP Cloud Storage""}"
Set up GCP Cloud Storage,execute_script,terraform,gcp/terraform_gcp_storage,gcp,,"gcp,storage,bucket","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_storage"", ""explanation"": ""GCP Cloud Storage""}"
Deploy GCP Cloud Storage,execute_script,terraform,gcp/terraform_gcp_storage,gcp,,"gcp,storage,bucket","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_storage"", ""explanation"": ""GCP Cloud Storage""}"
Provision GCP VM using terraform,execute_script,terraform,gcp/terraform_gcp_vm_basic,gcp,,"gcp,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_vm_basic"", ""explanation"": ""GCP VM""}"
Create GCP VM with terraform,execute_script,terraform,gcp/terraform_gcp_vm_basic,gcp,,"gcp,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_vm_basic"", ""explanation"": ""GCP VM""}"
Deploy a virtual machine on GCP,execute_script,terraform,gcp/terraform_gcp_vm_basic,gcp,,"gcp,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_vm_basic"", ""explanation"": ""GCP VM""}"
Set up GCP VM,execute_script,terraform,gcp/terraform_gcp_vm_basic,gcp,,"gcp,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""gcp/terraform_gcp_vm_basic"", ""explanation"": ""GCP VM""}"
Provision Alibaba ECS instance using terraform,execute_script,terraform,alibaba/terraform_alibaba_ecs_basic,alibaba,,"alibaba,ecs,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_ecs_basic"", ""explanation"": ""Alibaba ECS instance""}"
Create Alibaba ECS instance with terraform,execute_script,terraform,alibaba/terraform_alibaba_ecs_basic,alibaba,,"alibaba,ecs,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_ecs_basic"", ""explanation"": ""Alibaba ECS instance""}"
Deploy a virtual machine on ALIBABA,execute_script,terraform,alibaba/terraform_alibaba_ecs_basic,alibaba,,"alibaba,ecs,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_ecs_basic"", ""explanation"": ""Alibaba ECS instance""}"
Set up Alibaba ECS instance,execute_script,terraform,alibaba/terraform_alibaba_ecs_basic,alibaba,,"alibaba,ecs,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_ecs_basic"", ""explanation"": ""Alibaba ECS instance""}"
Create Alibaba OSS storage using terraform,execute_script,terraform,alibaba/terraform_alibaba_oss_storage,alibaba,,"alibaba,oss,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_oss_storage"", ""explanation"": ""Alibaba OSS storage""}"
Provision Alibaba OSS storage with terraform,execute_script,terraform,alibaba/terraform_alibaba_oss_storage,alibaba,,"alibaba,oss,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_oss_storage"", ""explanation"": ""Alibaba OSS storage""}"
Set up Alibaba OSS storage,execute_script,terraform,alibaba/terraform_alibaba_oss_storage,alibaba,,"alibaba,oss,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_oss_storage"", ""explanation"": ""Alibaba OSS storage""}"
Deploy Alibaba OSS storage,execute_script,terraform,alibaba/terraform_alibaba_oss_storage,alibaba,,"alibaba,oss,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_oss_storage"", ""explanation"": ""Alibaba OSS storage""}"
Create Alibaba RDS MySQL using terraform,execute_script,terraform,alibaba/terraform_alibaba_rds_mysql,alibaba,,"alibaba,rds,mysql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_rds_mysql"", ""explanation"": ""Alibaba RDS MySQL""}"
Provision Alibaba RDS MySQL with terraform,execute_script,terraform,alibaba/terraform_alibaba_rds_mysql,alibaba,,"alibaba,rds,mysql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_rds_mysql"", ""explanation"": ""Alibaba RDS MySQL""}"
Set up Alibaba RDS MySQL,execute_script,terraform,alibaba/terraform_alibaba_rds_mysql,alibaba,,"alibaba,rds,mysql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_rds_mysql"", ""explanation"": ""Alibaba RDS MySQL""}"
Deploy Alibaba RDS MySQL,execute_script,terraform,alibaba/terraform_alibaba_rds_mysql,alibaba,,"alibaba,rds,mysql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_rds_mysql"", ""explanation"": ""Alibaba RDS MySQL""}"
Create Alibaba SLB load balancer using terraform,execute_script,terraform,alibaba/terraform_alibaba_slb_loadbalancer,alibaba,,"alibaba,slb,loadbalancer","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_slb_loadbalancer"", ""explanation"": ""Alibaba SLB load balancer""}"
Provision Alibaba SLB load balancer with terraform,execute_script,terraform,alibaba/terraform_alibaba_slb_loadbalancer,alibaba,,"alibaba,slb,loadbalancer","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_slb_loadbalancer"", ""explanation"": ""Alibaba SLB load balancer""}"
Set up Alibaba SLB load balancer,execute_script,terraform,alibaba/terraform_alibaba_slb_loadbalancer,alibaba,,"alibaba,slb,loadbalancer","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_slb_loadbalancer"", ""explanation"": ""Alibaba SLB load balancer""}"
Deploy Alibaba SLB load balancer,execute_script,terraform,alibaba/terraform_alibaba_slb_loadbalancer,alibaba,,"alibaba,slb,loadbalancer","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_slb_loadbalancer"", ""explanation"": ""Alibaba SLB load balancer""}"
Create Alibaba VPC network using terraform,execute_script,terraform,alibaba/terraform_alibaba_vpc_network,alibaba,,"alibaba,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_vpc_network"", ""explanation"": ""Alibaba VPC network""}"
Set up Alibaba VPC network with terraform,execute_script,terraform,alibaba/terraform_alibaba_vpc_network,alibaba,,"alibaba,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_vpc_network"", ""explanation"": ""Alibaba VPC network""}"
Provision Alibaba VPC network,execute_script,terraform,alibaba/terraform_alibaba_vpc_network,alibaba,,"alibaba,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_vpc_network"", ""explanation"": ""Alibaba VPC network""}"
Configure Alibaba VPC network,execute_script,terraform,alibaba/terraform_alibaba_vpc_network,alibaba,,"alibaba,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""alibaba/terraform_alibaba_vpc_network"", ""explanation"": ""Alibaba VPC network""}"
Provision DigitalOcean Droplet using terraform,execute_script,terraform,digitalocean/terraform_digitalocean_droplet_basic,digitalocean,,"digitalocean,droplet,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_droplet_basic"", ""explanation"": ""DigitalOcean Droplet""}"
